Action ref;Action;Category;Team;Group;Children;Date;ref action;Eco tCO2e;Eco eau;Eco dechets;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;guépard;28/01/2025;A01;0.424875;0;4.486538;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;guépard;28/01/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;guépard;28/01/2025;A09;0;0;0;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;guépard;28/01/2025;A10;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;guépard;28/01/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;guépard;28/01/2025;A13;0.004964;12.6;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;guépard;28/01/2025;A03;0.506;0;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;guépard;28/01/2025;A06;0.027408;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;guépard;28/01/2025;A05;0.027408;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;poussin;28/01/2025;A04;2.453511;0;1.390385;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;poussin;28/01/2025;A14;0.54243;0;0.21;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;poussin;28/01/2025;A02;0.00947;0;0.1;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;poussin;28/01/2025;A09;0;0;0;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;poussin;28/01/2025;A10;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;poussin;28/01/2025;A07;0.004964;12.6;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;poussin;28/01/2025;A08;0.140658;357;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;poussin;28/01/2025;A13;0.004964;12.6;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;poussin;28/01/2025;A03;0.506;0;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;poussin;28/01/2025;A06;0.027408;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;poussin;28/01/2025;A05;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;poussin;28/01/2025;A11;6.932;0;0;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;poussin;28/01/2025;A12;0.54243;0;0.21;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;chat;28/01/2025;A11;6.932;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;chat;28/01/2025;A04;2.453511;0;1.390385;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;chat;28/01/2025;A12;0.54243;0;0.21;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;chat;28/01/2025;A01;0.424875;0;4.486538;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;chat;28/01/2025;A09;0;0;0;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;chat;28/01/2025;A10;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;chat;28/01/2025;A07;0.004964;12.6;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;chat;28/01/2025;A08;0.140658;357;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;chat;28/01/2025;A13;0.004964;12.6;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;chat;28/01/2025;A03;0.506;0;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;chat;28/01/2025;A06;0.027408;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;chat;28/01/2025;A05;0.027408;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;jaguar;28/01/2025;A04;2.453511;0;1.390385;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;jaguar;28/01/2025;A09;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;jaguar;28/01/2025;A07;0.004964;12.6;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;jaguar;28/01/2025;A08;0.140658;357;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;jaguar;28/01/2025;A06;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;paresseux;06/04/2025;A11;6.932;0;0;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;paresseux;06/04/2025;A10;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;paresseux;06/04/2025;A08;0.140658;357;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;paresseux;06/04/2025;A03;0.506;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;paresseux;06/04/2025;A05;0.027408;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;tortue;06/04/2025;A04;2.453511;0;1.390385;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;tortue;06/04/2025;A02;0.00947;0;0.1;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;tortue;06/04/2025;A01;0.424875;0;4.486538;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;tortue;06/04/2025;A10;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;tortue;06/04/2025;A08;0.140658;357;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;tortue;06/04/2025;A03;0.506;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;tortue;06/04/2025;A05;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;tortue;06/04/2025;A11;6.932;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;girafe;07/04/2025;A04;2.453511;0;1.390385;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;girafe;07/04/2025;A01;0.424875;0;4.486538;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;girafe;07/04/2025;A13;0.004964;12.6;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;girafe;07/04/2025;A05;0.027408;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;suricate;08/04/2025;A04;2.453511;0;1.390385;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;tortue;29/01/2025;A01;0.424875;0;4.486538;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;tortue;29/01/2025;A10;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;tortue;29/01/2025;A08;0.140658;357;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;tortue;29/01/2025;A03;0.506;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;tortue;29/01/2025;A05;0.027408;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;perroquet;31/01/2025;A04;2.453511;0;1.390385;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;perroquet;31/01/2025;A02;0.00947;0;0.1;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;perroquet;31/01/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;perroquet;31/01/2025;A09;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;perroquet;31/01/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;perroquet;31/01/2025;A13;0.004964;12.6;0;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;suricate;31/01/2025;A12;0.54243;0;0.21;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;suricate;31/01/2025;A03;0.506;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;requinmarteau;01/02/2025;A08;0.140658;357;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;requinmarteau;01/02/2025;A06;0.027408;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;requinmarteau;01/02/2025;A04;2.453511;0;1.390385;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;requinmarteau;01/02/2025;A01;0.424875;0;4.486538;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;requinmarteau;01/02/2025;A03;0.506;0;0;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;requinmarteau;01/02/2025;A10;0;0;0;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;requinmarteau;01/02/2025;A12;0.54243;0;0.21;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;t-rex;02/02/2025;A11;6.932;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;t-rex;02/02/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;t-rex;02/02/2025;A12;0.54243;0;0.21;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;t-rex;02/02/2025;A02;0.00947;0;0.1;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;t-rex;02/02/2025;A10;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;t-rex;02/02/2025;A08;0.140658;357;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;dragon;02/02/2025;A04;2.453511;0;1.390385;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;t-rex;02/02/2025;A06;0.027408;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;dragon;02/02/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;dragon;02/02/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;dragon;02/02/2025;A09;0;0;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;dragon;02/02/2025;A06;0.027408;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;dragon;02/02/2025;A08;0.140658;357;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;dragon;02/02/2025;A03;0.506;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;jaguar;06/02/2025;A04;2.453511;0;1.390385;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;jaguar;06/02/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;jaguar;06/02/2025;A09;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;jaguar;06/02/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;jaguar;06/02/2025;A13;0.004964;12.6;0;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;tortue;10/02/2025;A09;0;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;tortue;10/02/2025;A08;0.140658;357;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;tortue;10/02/2025;A03;0.506;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;tortue;10/02/2025;A05;0.027408;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;poussin;11/02/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;poussin;11/02/2025;A12;0.54243;0;0.21;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;poussin;11/02/2025;A09;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;poussin;11/02/2025;A07;0.004964;12.6;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;poussin;11/02/2025;A06;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;poussin;11/02/2025;A11;6.932;0;0;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;chaton;11/02/2025;A02;0.00947;0;0.1;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;chaton;11/02/2025;A01;0.424875;0;4.486538;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;chaton;11/02/2025;A08;0.140658;357;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;chaton;11/02/2025;A03;0.506;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;chaton;11/02/2025;A05;0.027408;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;requin;12/02/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;requin;12/02/2025;A12;0.54243;0;0.21;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;requin;12/02/2025;A10;0;0;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;requin;12/02/2025;A13;0.004964;12.6;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;requin;12/02/2025;A06;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;dragon;13/02/2025;A11;6.932;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;dragon;13/02/2025;A14;0.54243;0;0.21;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;dragon;13/02/2025;A01;0.424875;0;4.486538;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;dragon;13/02/2025;A10;0;0;0;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;paresseux;06/04/2025;A09;0;0;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;dragon;13/02/2025;A13;0.004964;12.6;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;dragon;13/02/2025;A06;0.027408;0;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;chat;15/02/2025;A06;0.027408;0;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;chat;15/02/2025;A03;0.506;0;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;chat;15/02/2025;A08;0.140658;357;0;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;chat;15/02/2025;A09;0;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;chat;15/02/2025;A04;2.453511;0;1.390385;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;chat;15/02/2025;A02;0.00947;0;0.1;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;chat;15/02/2025;A01;0.424875;0;4.486538;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;paresseux;06/04/2025;A07;0.004964;12.6;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;paresseux;06/04/2025;A13;0.004964;12.6;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;paresseux;06/04/2025;A06;0.027408;0;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;tortue;06/04/2025;A14;0.54243;0;0.21;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;tortue;06/04/2025;A12;0.54243;0;0.21;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;licorne;16/02/2025;A05;0.027408;0;0;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;tortue;06/04/2025;A09;0;0;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;suricate;21/02/2025;A03;0.506;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;suricate;21/02/2025;A05;0.027408;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;tortue;06/04/2025;A07;0.004964;12.6;0;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;paresseux;23/02/2025;A14;0.54243;0;0.21;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;paresseux;23/02/2025;A02;0.00947;0;0.1;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;paresseux;23/02/2025;A12;0.54243;0;0.21;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;tortue;06/04/2025;A13;0.004964;12.6;0;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;paresseux;23/02/2025;A01;0.424875;0;4.486538;
B02;"Je n""embête pas les petites bêtes.";Biodiversité;VIOLET;Groupe_Violet;paresseux;23/02/2025;A09;0;0;0;
B01;Je n'arrache pas les végétaux.;Biodiversité;VIOLET;Groupe_Violet;paresseux;23/02/2025;A10;0;0;0;
W03;"Je ferme l""eau quand je me savonne.";Eau;VIOLET;Groupe_Violet;paresseux;23/02/2025;A07;0.004964;12.6;0;
W05;"Je prends une douche plutôt qu""un bain.";Eau;VIOLET;Groupe_Violet;paresseux;23/02/2025;A08;0.140658;357;0;
W03;"Ne pas gaspiller l""eau que l’on boit.";Eau;VIOLET;Groupe_Violet;paresseux;23/02/2025;A13;0.004964;12.6;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;paresseux;23/02/2025;A06;0.027408;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;paresseux;23/02/2025;A05;0.027408;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;paresseux;23/02/2025;A11;6.932;0;0;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;licorne;24/02/2025;A06;0.027408;0;0;
E01;J'éteins la lumière quand je quitte une pièce;Electricité;VIOLET;Groupe_Violet;licorne;24/02/2025;A05;0.027408;0;0;
T03;Remplacer la voiture lors de courts trajets : vélo, trottinette, à pied, transports en commun.;Transport;VIOLET;Groupe_Violet;licorne;25/02/2025;A03;0.506;0;0;
C03;Je consomme des fruits et légumes de saison;Courses;VIOLET;Groupe_Violet;licorne;25/02/2025;A11;6.932;0;0;
D02;Éviter le gaspillage alimentaire : se servir moins, garder pour plus tard.;Déchets;VIOLET;Groupe_Violet;licorne;25/02/2025;A04;2.453511;0;1.390385;
D10;Réutiliser des bouteilles vides.;Déchets;VIOLET;Groupe_Violet;licorne;25/02/2025;A14;0.54243;0;0.21;
E02;J’ouvre les volets/rideaux pour profiter de la lumière du jour.;Electricité;VIOLET;Groupe_Violet;tortue;06/04/2025;A06;0.027408;0;0;
D04;Dans l'enceinte de l'école, je ramasse les déchets que je vois.;Déchets;VIOLET;Groupe_Violet;licorne;25/02/2025;A02;0.00947;0;0.1;
D03;Je ne jette pas de déchet par terre.;Déchets;VIOLET;Groupe_Violet;licorne;25/02/2025;A01;0.424875;0;4.486538;
D10;Utiliser moins de plastique pour faire les courses (ou les réutiliser).;Déchets;VIOLET;Groupe_Violet;licorne;25/02/2025;A12;0.54243;0;0.21;
